field,refinement,time_s,radius_cm,coarse_raw,fine_raw,coarse_4dp,fine_4dp
T,time,1370,1.1,32.235352021286275,32.23534982777337,32.2354,32.2353
T,time,1370,1.7,33.528751395778784,33.52874974724953,33.5288,33.5287
T,time,1371,0.6,31.61015002441129,31.610147614347056,31.6102,31.6101
T,time,1372,0.6,31.615150010487902,31.61514759993458,31.6152,31.6151
T,time,1373,0.6,31.62015203459735,31.620149623553427,31.6202,31.6201
T,time,1373,1.4,32.82135083930897,32.821348872755145,32.8214,32.8213
T,time,1374,0.8,31.83135196766298,31.831349631181585,31.8314,31.8313
T,time,1376,0.1,31.379550186912315,31.37954766222262,31.3796,31.3795
T,time,1376,0.3,31.43775240578207,31.437749909383392,31.4378,31.4377
T,time,1376,0.9,31.967650148275062,31.967647853226527,31.9677,31.9676
T,time,1376,1.8,33.84045091318177,33.84044939274442,33.8405,33.8404
T,time,1376,1.9,34.1360504724714,34.13604905816656,34.1361,34.1360
T,time,1377,1.3,32.63625193685575,32.636249889767875,32.6363,32.6362
T,time,1380,1.7,33.58585109623332,33.5858494725417,33.5859,33.5858
T,time,1383,1.7,33.60295034639447,33.60294872946754,33.6030,33.6029
T,time,1386,0.7,31.781351670638387,31.781349288579886,31.7814,31.7813
T,time,1388,0.4,31.548352164779313,31.548349690964496,31.5484,31.5483
T,time,1391,0.3,31.51195164722547,31.51194915258671,31.5120,31.5119
T,time,1393,1.4,32.93135101633447,32.93134909744314,32.9314,32.9313
T,time,1397,0.9,32.07615023955801,32.076147945173524,32.0762,32.0761
T,time,1397,1.3,32.74485180980016,32.744849803192224,32.7449,32.7448
T,time,1401,0.0,31.49555244236227,31.495549921586463,31.4956,31.4955
T,time,1403,0.2,31.534850329803195,31.53484782036995,31.5349,31.5348
T,time,1406,0.0,31.520351296671222,31.52034877587977,31.5204,31.5203
T,time,1407,0.6,31.79145181454505,31.791449393524058,31.7915,31.7914
T,time,1410,1.5,33.25135129346311,33.25134952412823,33.2514,33.2513
T,time,1416,1.9,34.36515020693856,34.3651488783969,34.3652,34.3651
T,time,1418,1.6,33.53985070455054,33.5398490651479,33.5399,33.5398
T,time,1419,1.6,33.54545023411195,33.5454485968951,33.5455,33.5454
T,time,1420,0.0,31.590051251104796,31.590048729233555,31.5901,31.5900
T,time,1430,0.7,32.00635232030066,32.006349947473566,32.0064,32.0063
T,time,1430,1.3,32.92465173632045,32.92464980412309,32.9247,32.9246
T,time,1432,0.9,32.25885002365134,32.25884776327999,32.2589,32.2588
T,time,1434,0.9,32.26935014417986,32.269347886608934,32.2694,32.2693
T,time,1436,0.5,31.856850334306756,31.856847887580532,31.8569,31.8568
T,time,1437,0.8,32.155951635716654,32.155949321060156,32.1560,32.1559
T,time,1438,0.5,31.867050354902705,31.867047909097263,31.8671,31.8670
T,time,1441,1.5,33.42345101003068,33.42344930957106,33.4235,33.4234
T,time,1446,1.0,32.477951385072984,32.47794921859646,32.4780,32.4779
T,time,1447,0.1,31.73305169225994,31.733049173541747,31.7331,31.7330
T,time,1447,0.6,31.99595174329655,31.995949340378143,31.9960,31.9959
T,time,1450,0.9,32.35355004020948,32.35354780717572,32.3536,32.3535
T,time,1451,1.9,34.561650903945264,34.561649760648216,34.5617,34.5616
T,time,1452,1.2,32.849950264694684,32.84994828266353,32.8500,32.8499
T,time,1454,0.9,32.374651601639854,32.374649375211874,32.3747,32.3746
T,time,1455,1.6,33.74625145025833,33.74624992297555,33.7463,33.7462
T,time,1458,1.1,32.703950146913876,32.703948086460805,32.7040,32.7039
T,time,1459,1.8,34.30955108950976,34.30954988083241,34.3096,34.3095
T,time,1472,0.0,31.852351915872443,31.852349403575534,31.8524,31.8523
T,time,1475,1.0,32.63245101078262,32.632448904392476,32.6325,32.6324
T,time,1476,0.8,32.36025224200641,32.360249985799555,32.3603,32.3602
T,time,1478,0.7,32.25575226232041,32.25574994773705,32.2558,32.2557
T,time,1480,1.0,32.659151634762345,32.65914954265764,32.6592,32.6591
T,time,1481,0.1,31.905850667084007,31.90584816498781,31.9059,31.9058
T,time,1482,1.1,32.832950682526395,32.83294869288086,32.8330,32.8329
T,time,1483,1.3,33.21355118041555,33.2135494265489,33.2136,33.2135
T,time,1490,0.1,31.951952449748525,31.95194995583424,31.9520,31.9519
T,time,1490,0.8,32.43405182758544,32.43404960187021,32.4341,32.4340
T,time,1493,0.0,31.959750856385547,31.95974836149122,31.9598,31.9597
T,time,1493,0.1,31.967351647578386,31.967349156759568,31.9674,31.9673
T,time,1493,1.9,34.78105000313442,34.78104906788804,34.7811,34.7810
T,time,1494,1.1,32.8974513245492,32.8974493847826,32.8975,32.8974
T,time,1497,0.6,32.255451770091504,32.25544943465869,32.2555,32.2554
T,time,1498,0.1,31.99305167721335,31.993049191980443,31.9931,31.9930
T,time,1502,0.5,32.19715205137035,32.197149676340565,32.1972,32.1971
T,time,1502,0.8,32.49745119860305,32.497449006027175,32.4975,32.4974
T,time,1503,1.2,33.1256510369628,33.12564925955291,33.1257,33.1256
T,time,1507,1.3,33.34325155092244,33.343249926017315,33.3433,33.3432
T,time,1509,0.6,32.318251912788334,32.318249603982956,32.3183,32.3182
T,time,1510,1.0,32.819450762670755,32.81944878410695,32.8195,32.8194
T,time,1511,0.9,32.676951276508,32.67694920129755,32.6770,32.6769
T,time,1513,0.8,32.5556503290297,32.55564817226266,32.5557,32.5556
T,time,1515,1.9,34.89335099313592,34.8933498396911,34.8934,34.8933
T,time,1525,2.0,35.25335103904131,35.25334989034658,35.2534,35.2533
T,time,1528,0.4,32.26355219813122,32.26354983649043,32.2636,32.2635
T,time,1529,0.9,32.7726517459048,32.77264974349143,32.7727,32.7726
T,time,1530,1.1,33.090251214918844,33.09024943403098,33.0903,33.0902
T,time,1533,1.1,33.10625073468292,33.106248962523054,33.1063,33.1062
T,time,1540,0.8,32.69865173953763,32.69864968312362,32.6987,32.6986
T,time,1541,0.2,32.238852050188044,32.23884965737587,32.2389,32.2388
T,time,1546,1.2,33.35555053246418,33.355548875388195,33.3556,33.3555
T,time,1547,0.9,32.86825148665417,32.86824954673299,32.8683,32.8682
T,time,1555,1.2,33.40345006268046,33.40344839981821,33.4035,33.4034
T,time,1557,0.3,32.361150234359386,32.361147916695145,32.3612,32.3611
T,time,1560,1.1,33.24995172772004,33.24994998514234,33.2500,33.2499
T,time,1561,1.4,33.84325113635382,33.84324958428876,33.8433,33.8432
T,time,1565,0.8,32.83105004652072,32.83104806383697,32.8311,32.8310
T,time,1569,0.0,32.35425222546951,32.35424989193349,32.3543,32.3542
T,time,1569,0.7,32.73525090363738,32.7352488534011,32.7353,32.7352
T,time,1573,1.3,33.69545040542052,33.69544877675687,33.6955,33.6954
T,time,1574,0.0,32.380450403628544,32.380448086725586,32.3805,32.3804
T,time,1579,1.9,35.244350094851725,35.24434903695032,35.2444,35.2443
T,time,1585,1.7,34.70615097983602,34.70614972820013,34.7062,34.7061
T,time,1586,0.9,33.07515185071635,33.075149970097435,33.0752,33.0751
T,time,1587,0.4,32.57315025546596,32.57314807610197,32.5732,32.5731
T,time,1587,0.5,32.64325202487308,32.64324989469225,32.6433,32.6432
T,time,1588,1.6,34.4614503823781,34.46144903263358,34.4615,34.4614
T,time,1588,2.0,35.600150162165136,35.60014923309417,35.6002,35.6001
T,time,1589,1.6,34.466850406543934,34.46684906322416,34.4669,34.4668
T,time,1590,0.4,32.58895049956486,32.58894832912881,32.5890,32.5889
T,time,1595,0.7,32.872751033566686,32.872749035900775,32.8728,32.8727
T,time,1603,0.1,32.540551123267804,32.54054890980115,32.5406,32.5405
T,time,1604,0.5,32.73295184386433,32.73294975578087,32.7330,32.7329
T,time,1608,0.2,32.590250970318806,32.59024878841773,32.5903,32.5902
T,time,1609,1.8,35.110050313932206,35.11004929830515,35.1101,35.1100
T,time,1610,1.5,34.33495071018363,34.334949368617885,34.3350,34.3349
T,time,1612,1.1,33.52705128940019,33.52704957536888,33.5271,33.5270
T,time,1612,1.3,33.90445063055962,33.904449088299764,33.9045,33.9044
T,time,1616,0.4,32.72605142906202,32.726049327124336,32.7261,32.7260
T,time,1617,2.0,35.74595071072754,35.7459498750501,35.7460,35.7459
T,time,1621,0.4,32.752450052008385,32.752447961825474,32.7525,32.7524
T,time,1625,0.8,33.14915051451958,33.14914862510529,33.1492,33.1491
T,time,1627,1.0,33.442151465437874,33.44214971666238,33.4422,33.4421
T,time,1628,1.2,33.79325132819118,33.7932497531128,33.7933,33.7932
T,time,1631,0.5,32.87565074009743,32.87564871043159,32.8757,32.8756
T,time,1632,0.3,32.75585166546256,32.75584957068242,32.7559,32.7558
T,time,1640,1.8,35.27045077797932,35.27044968348952,35.2705,35.2704
T,time,1641,0.1,32.740851301329194,32.740849194041935,32.7409,32.7408
T,time,1641,1.9,35.56505073591298,35.56504968143919,35.5651,35.5650
T,time,1644,0.3,32.81925172819872,32.81924966212764,32.8193,32.8192
T,time,1650,0.2,32.811851956734245,32.811849884209664,32.8119,32.8118
T,time,1652,0.1,32.7989519973027,32.798949917056106,32.7990,32.7989
T,time,1655,0.7,33.19085044794237,33.19084857523376,33.1909,33.1908
T,time,1657,0.0,32.817551811526144,32.81754973935786,32.8176,32.8175
T,time,1659,0.1,32.83595037742056,32.83594831439613,32.8360,32.8359
T,time,1663,1.1,33.79865041820803,33.798648853015806,33.7987,33.7986
T,time,1664,0.6,33.1366516588814,33.1366497566358,33.1367,33.1366
T,time,1664,1.6,34.86375057450937,34.86374932968104,34.8638,34.8637
T,time,1666,0.8,33.36695018187563,33.36694840273409,33.3670,33.3669
T,time,1669,1.0,33.66555149880533,33.665549868463074,33.6656,33.6655
T,time,1673,0.4,33.02755072114966,33.02754875820754,33.0276,33.0275
T,time,1682,0.3,33.02035049459219,33.02034852586418,33.0204,33.0203
T,time,1687,1.0,33.761050722967035,33.76104911937661,33.7611,33.7610
T,time,1687,1.8,35.51985027694256,35.519849055433944,35.5199,35.5198
T,time,1689,0.6,33.26925152755567,33.26924969288898,33.2693,33.2692
T,time,1689,1.7,35.255450028806735,35.25544877076397,35.2555,35.2554
T,time,1694,0.5,33.209450403951486,33.20944853654967,33.2095,33.2094
T,time,1707,0.4,33.20775051561421,33.207748644557384,33.2078,33.2077
T,time,1708,0.4,33.21305172310511,33.213049854614084,33.2131,33.2130
T,time,1708,0.7,33.472050527573074,33.47204878481505,33.4721,33.4720
T,time,1709,0.9,33.72855061300339,33.72854897442841,33.7286,33.7285
T,time,1723,0.6,33.449550265828705,33.44954850515674,33.4496,33.4495
T,time,1723,1.7,35.44145107030782,35.44144963006054,35.4415,35.4414
T,time,1732,1.9,36.06995050373136,36.06994912802447,36.0700,36.0699
T,time,1734,1.2,34.35625033610153,34.35624878709768,34.3563,34.3562
T,time,1735,0.3,33.30125098699329,33.30124915668625,33.3013,33.3012
T,time,1738,0.7,33.63115135246445,33.63114964896169,33.6312,33.6311
T,time,1740,1.2,34.38835148625445,34.38834992100753,34.3884,34.3883
T,time,1741,0.8,33.764850140571724,33.76484847239591,33.7649,33.7648
T,time,1750,0.8,33.81265068513444,33.81264901481759,33.8127,33.8126
T,time,1752,0.7,33.705451021378636,33.7054493234547,33.7055,33.7054
T,time,1760,0.0,33.36315127386618,33.36314946602873,33.3632,33.3631
T,time,1763,0.6,33.66175075056735,33.66174902998202,33.6618,33.6617
T,time,1763,1.5,35.155251038554816,35.15524949399236,35.1553,35.1552
T,time,1769,1.2,34.54465007230215,34.5446484423514,34.5447,34.5446
T,time,1770,1.1,34.36825111365478,34.36824946836304,34.3683,34.3682
T,time,1771,0.3,33.492150085176945,33.492148316453566,33.4922,33.4921
T,time,1772,1.3,34.759150635610055,34.7591490268421,34.7592,34.7591
T,time,1774,0.9,34.07425007097201,34.07424839545753,34.0743,34.0742
T,time,1775,1.7,35.73725044279271,35.73724908460931,35.7373,35.7372
T,time,1776,0.9,34.08495030461402,34.08494862669056,34.0850,34.0849
T,time,1782,0.5,33.67625085797472,33.67624912268638,33.6763,33.6762
T,time,1785,0.4,33.621450754899975,33.62144900805125,33.6215,33.6214
T,time,1787,1.1,34.460150485655454,34.46014882988861,34.4602,34.4601
T,time,1789,1.0,34.304750299257336,34.30474862405246,34.3048,34.3047
T,time,1791,1.5,35.31175006607252,35.311748594338994,35.3118,35.3117
T,time,1795,1.6,35.58395000195978,35.58394861442368,35.5840,35.5839
T,space,127,2.0,28.261349725965413,28.261350411196084,28.2613,28.2614
T,space,164,1.8,28.235949581901508,28.23595002288162,28.2359,28.2360
T,space,190,0.4,28.00785006603037,28.00784998543769,28.0079,28.0078
T,space,230,0.2,28.013650067299917,28.013649951173367,28.0137,28.0136
T,space,279,1.8,28.538949921135618,28.53895043646037,28.5389,28.5390
T,space,298,1.8,28.604049625345624,28.604050191255826,28.6040,28.6041
T,space,319,0.5,28.07855003067498,28.078549889958992,28.0786,28.0785
T,space,334,1.9,28.85574975394041,28.85575038344948,28.8557,28.8558
T,space,344,1.6,28.566249831541253,28.566250203273288,28.5662,28.5663
T,space,348,1.8,28.78504993785364,28.785050473968152,28.7850,28.7851
T,space,362,2.0,29.108949659994,29.10895033130457,29.1089,29.1090
T,space,371,0.1,28.094850071409198,28.09484987681616,28.0949,28.0948
T,space,410,0.0,28.133650173278347,28.133649960658644,28.1337,28.1336
T,space,442,1.8,29.13914973873982,29.139150224610233,29.1391,29.1392
T,space,461,0.7,28.31135000861887,28.311349897211358,28.3114,28.3113
T,space,465,0.5,28.26125001353674,28.261249847341272,28.2613,28.2612
T,space,486,1.5,28.917749889167492,28.917750180021628,28.9177,28.9178
T,space,498,2.0,29.679849518170332,29.679850135201022,29.6798,29.6799
T,space,501,0.6,28.354550036543493,28.35454990393596,28.3546,28.3545
T,space,556,1.3,28.932049986550965,28.932050148589198,28.9320,28.9321
T,space,556,1.9,29.762649458201565,29.762650008463297,29.7626,29.7627
T,space,592,0.2,28.44875002876525,28.448749848042564,28.4488,28.4487
T,space,616,1.0,28.8509499813242,28.85095001205481,28.8509,28.8510
T,space,617,1.8,29.853749970198223,29.853750438131208,29.8537,29.8538
T,space,664,0.4,28.663150089935325,28.663149951810727,28.6632,28.6631
T,space,666,1.7,29.90084997668294,29.90085041272358,29.9008,29.9009
T,space,676,1.6,29.774649655290258,29.77465001927326,29.7746,29.7747
T,space,686,1.6,29.81934987803426,29.819350244915974,29.8193,29.8194
T,space,696,1.2,29.305049910542092,29.305050033920235,29.3050,29.3051
T,space,703,0.2,28.72025013818759,28.720249980899286,28.7203,28.7202
T,space,726,2.0,30.829149846868503,30.829150371257743,30.8291,30.8292
T,space,740,1.9,30.666249841056597,30.666250322028574,30.6662,30.6663
T,space,741,0.1,28.8139500601351,28.813949899765973,28.8140,28.8139
T,space,747,1.7,30.279349809525584,30.279350187053424,30.2793,30.2794
T,space,778,0.1,28.92355011215382,28.923549956503365,28.9236,28.9235
T,space,858,1.3,30.094349884468617,30.094350070254464,30.0943,30.0944
T,space,869,1.4,30.300849799909976,30.300850019379286,30.3008,30.3009
T,space,877,1.7,30.904249991736215,30.904250292397425,30.9042,30.9043
T,space,882,2.0,31.639249876895246,31.639250228871582,31.6392,31.6393
T,space,884,1.9,31.395749949911593,31.395750285731484,31.3957,31.3958
T,space,900,0.2,29.34555004468147,29.3455499333285,29.3456,29.3455
T,space,904,1.2,30.147349939461762,30.147350081683296,30.1473,30.1474
T,space,933,1.5,30.768749846713522,30.76875006734187,30.7687,30.7688
T,space,974,1.9,31.869749956666656,31.86975031681697,31.8697,31.8698
T,space,1080,1.7,31.92574972598999,31.925750026821923,31.9257,31.9258
T,space,1083,1.6,31.71144980786269,31.71145005297014,31.7114,31.7115
T,space,1098,1.7,32.02554988063284,32.02555020235102,32.0255,32.0256
T,space,1134,1.6,31.985249758490784,31.985250019592865,31.9852,31.9853
T,space,1150,1.7,32.31054981243092,32.3105500832965,32.3105,32.3106
T,space,1178,0.1,30.45125000369389,30.45124996420638,30.4513,30.4512
T,space,1194,1.5,32.08064998791108,32.08065019468439,32.0806,32.0807
T,space,1197,1.4,31.886549999765386,31.88655018019138,31.8865,31.8866
T,space,1212,1.7,32.65094978241544,32.65095004202892,32.6509,32.6510
T,space,1325,1.4,32.55984988638384,32.55985003053497,32.5598,32.5599
T,space,1528,1.7,34.39754998057525,34.39755006638161,34.3975,34.3976
T,space,1653,1.0,33.58054991954699,33.58055000969245,33.5805,33.5806
T,space,1667,0.2,32.90174997530453,32.90175003680327,32.9017,32.9018
T,space,1682,1.8,35.49294992575468,35.492950005905556,35.4929,35.4930
T,space,1705,1.9,35.912449984978856,35.91245015005322,35.9124,35.9125
T,space,1737,1.5,35.011349971949365,35.011350052250144,35.0113,35.0114
C,time,50,1.9,2.530349476409971,2.530350203758753,2.5303,2.5304
C,time,76,1.8,2.547449625215305,2.547450336379521,2.5474,2.5475
C,time,79,2.0,2.278650178280783,2.2786477576918163,2.2787,2.2786
C,time,100,2.0,2.2470500065761585,2.2470476385468503,2.2471,2.2470
C,time,117,2.0,2.2241519620811077,2.2241496638524634,2.2242,2.2241
C,time,151,1.8,2.5292497840766046,2.5292507721906685,2.5292,2.5293
C,time,174,2.0,2.1590526252511877,2.1590499413976585,2.1591,2.1590
C,time,241,2.0,2.0971509785545446,2.0971482051632164,2.0972,2.0971
C,time,264,2.0,2.078350520373134,2.0783477655463978,2.0784,2.0783
C,time,277,1.9,2.343550883193992,2.3435492025872238,2.3436,2.3435
C,time,316,1.7,2.524149786500544,2.524150820074567,2.5241,2.5242
C,time,318,2.0,2.0378512533198943,2.037848574939498,2.0379,2.0378
C,time,330,1.9,2.3081504222037417,2.3081486128902684,2.3082,2.3081
C,time,331,2.0,2.0287515453125264,2.028748888822238,2.0288,2.0287
C,time,362,1.6,2.5403494229037373,2.540350334281597,2.5403,2.5404
C,time,395,2.0,1.9869505495375124,1.986948006400077,1.9870,1.9869
C,time,403,1.5,2.5466498208918265,2.5466504007584696,2.5466,2.5467
C,time,418,1.7,2.501049727281409,2.5010504883643403,2.5010,2.5011
C,time,461,2.0,1.9481516168276856,1.9481491893043597,1.9482,1.9481
C,time,464,1.7,2.4895494863679843,2.489550107133675,2.4895,2.4896
C,time,468,1.9,2.2270502615100125,2.227048351309037,2.2271,2.2270
C,time,468,2.0,1.9442523235122566,1.944249907861475,1.9443,1.9442
C,time,485,1.5,2.542949661000212,2.5429503833038365,2.5429,2.5430
C,time,499,1.4,2.5479499038379654,2.547950306715181,2.5479,2.5480
C,time,508,1.9,2.2059502484610634,2.2059483395561617,2.2060,2.2059
C,time,513,2.0,1.9200516287094775,1.9200492816479404,1.9201,1.9200
C,time,519,1.6,2.521949338630518,2.5219502503584827,2.5219,2.5220
C,time,529,1.8,2.373450150444448,2.373449438603216,2.3735,2.3734
C,time,532,1.5,2.5401498396297284,2.5401506440219146,2.5401,2.5402
C,time,532,2.0,1.9102519394797393,1.9102495285534689,1.9103,1.9102
C,time,549,1.9,2.1852501465650507,2.1852480992694905,2.1853,2.1852
C,time,568,1.9,2.175951489715743,2.1759493819422357,2.1760,2.1759
C,time,572,2.0,1.8903524537168035,1.8903499359771154,1.8904,1.8903
C,time,574,1.5,2.537249227280629,2.537250121790183,2.5372,2.5373
C,time,574,1.9,2.173051854598541,2.173049729080896,2.1731,2.1730
C,time,582,1.1,2.5499499790920046,2.5499500147745655,2.5499,2.5500
C,time,585,1.7,2.4576497040310192,2.4576500191987356,2.4576,2.4577
C,time,588,2.0,1.8826514988297067,1.8826489470620573,1.8827,1.8826
C,time,590,1.5,2.5360497632705084,2.53605068593334,2.5360,2.5361
C,time,609,1.6,2.5083492837055923,2.5083502044408585,2.5083,2.5084
C,time,610,1.8,2.341450473944426,2.3414494774760404,2.3415,2.3414
C,time,614,1.9,2.1541511330127276,2.1541489038667523,2.1542,2.1541
C,time,638,1.9,2.1431522162015813,2.143149935913411,2.1432,2.1431
C,time,640,1.7,2.4427499537520805,2.442750126981767,2.4427,2.4428
C,time,646,2.0,1.8558508339337532,1.855848192317035,1.8559,1.8558
C,time,657,2.0,1.8509514706886376,1.8509488165557262,1.8510,1.8509
C,time,663,1.9,2.1319507092406433,2.131948383022891,2.1320,2.1319
C,time,666,1.4,2.5428492977920865,2.542850067694772,2.5428,2.5429
C,time,675,2.0,1.8430525503109252,1.843049878032796,1.8431,1.8430
C,time,681,2.0,1.8404513385059555,1.8404486608871213,1.8405,1.8404
C,time,687,1.4,2.5419496665079855,2.5419504730847273,2.5419,2.5420
C,time,691,2.0,1.836150330387213,1.83614764456935,1.8362,1.8361
C,time,698,1.6,2.4934492364004064,2.493450069248835,2.4934,2.4935
C,time,712,1.3,2.546949675442156,2.5469502005380242,2.5469,2.5470
C,time,718,1.6,2.489949275988366,2.489950081084403,2.4899,2.4900
C,time,724,2.0,1.8222506964776228,1.8222479890043835,1.8223,1.8222
C,time,731,1.6,2.487649251750043,2.487650037704035,2.4876,2.4877
C,time,734,1.9,2.1014523109835057,2.101449886549468,2.1015,2.1014
C,time,740,1.5,2.5225496611041978,2.5225507056542145,2.5225,2.5226
C,time,742,2.0,1.8148514368788506,1.8148487206369548,1.8149,1.8148
C,time,748,1.9,2.0956523791311783,2.095649939957154,2.0957,2.0956
C,time,758,1.9,2.091550235459736,2.0915477865438237,2.0916,2.0915
C,time,766,1.7,2.4084500663204884,2.4084499140365385,2.4085,2.4084
C,time,781,1.8,2.2782507980408515,2.2782493710956073,2.2783,2.2782
C,time,793,1.9,2.0774504907253104,2.0774480124976336,2.0775,2.0774
C,time,820,2.0,1.7841520202992973,1.7841492851094818,1.7842,1.7841
C,time,836,1.9,2.0606500846559412,2.0606475787353427,2.0607,2.0606
C,time,866,1.4,2.532049700731816,2.532050703210008,2.5320,2.5321
C,time,866,1.9,2.0492502030459288,2.049247682803087,2.0493,2.0492
C,time,871,1.3,2.542749360546043,2.5427501216822086,2.5427,2.5428
C,time,874,1.3,2.5426499126561963,2.5426506774305953,2.5426,2.5427
C,time,877,1.3,2.542549715952356,2.5425504843322435,2.5425,2.5426
C,time,879,1.8,2.24455141930937,2.2445498282174507,2.2446,2.2445
C,time,900,1.4,2.5297497674289593,2.5297507858042527,2.5297,2.5298
C,time,903,2.0,1.7536505502083974,1.7536478229967734,1.7537,1.7536
C,time,910,1.4,2.529049971079566,2.5290509930254896,2.5290,2.5291
C,time,912,1.9,2.0322510806318923,2.0322485455401003,2.0323,2.0322
C,time,916,2.0,1.7490516232192068,1.7490488995397406,1.7491,1.7490
C,time,920,1.9,2.0293514783214945,2.029348941436524,2.0294,2.0293
C,time,931,1.1,2.548749789297117,2.548750093491977,2.5487,2.5488
C,time,934,1.5,2.500349502981,2.5003504538864285,2.5003,2.5004
C,time,938,1.5,2.4998491945215093,2.499850141790233,2.4998,2.4999
C,time,954,1.4,2.5258496863882214,2.5258507185237926,2.5258,2.5259
C,time,958,1.4,2.525549220490478,2.525550253129989,2.5255,2.5256
C,time,977,1.9,2.0091505211859153,2.0091479773061187,2.0092,2.0091
C,time,980,2.0,1.7270526126165442,1.727049907336851,1.7271,1.7270
C,time,985,1.3,2.538449418493515,2.5384502948261214,2.5384,2.5385
C,time,990,1.9,2.004651527017599,2.004648982427076,2.0047,2.0046
C,time,998,2.0,1.721051422583829,1.7210487234194927,1.7211,1.7210
C,time,999,1.5,2.492049700913225,2.4920505876070473,2.4920,2.4921
C,time,1008,2.0,1.7177509629026142,1.717748267366396,1.7178,1.7177
C,time,1013,1.6,2.4346498045877354,2.434650095640137,2.4346,2.4347
C,time,1044,1.2,2.5440499439507236,2.54405061345186,2.5440,2.5441
C,time,1055,2.0,1.7025517941202497,1.7025491157758998,1.7026,1.7025
C,time,1058,1.3,2.5351491456672077,2.5351500716818833,2.5351,2.5352
C,time,1064,1.4,2.517049988180222,2.517051012168168,2.5170,2.5171
C,time,1067,2.0,1.6987511408687137,1.6987484674698454,1.6988,1.6987
C,time,1073,1.8,2.182651270068419,2.182649472838338,2.1827,2.1826
C,time,1090,2.0,1.6915518188070147,1.6915491568584695,1.6916,1.6915
C,time,1091,1.7,2.32265055458614,2.32264976329405,2.3227,2.3226
C,time,1096,1.9,1.9693524845165213,1.969349944144942,1.9694,1.9693
C,time,1112,1.1,2.5468498328393574,2.5468503149593262,2.5468,2.5469
C,time,1114,2.0,1.6841516358620565,1.684148985945143,1.6842,1.6841
C,time,1126,1.5,2.4749494506488445,2.4749501908308082,2.4749,2.4750
C,time,1128,1.9,1.959150132798842,1.9591475978361157,1.9592,1.9591
C,time,1137,1.4,2.510649461786032,2.51065045960123,2.5106,2.5107
C,time,1151,1.2,2.541149435051773,2.541150199017557,2.5411,2.5412
C,time,1159,1.9,1.9494522140260033,1.9494496855315115,1.9495,1.9494
C,time,1160,1.8,2.156751390850409,2.1567495364482663,2.1568,2.1567
C,time,1189,1.8,2.148351648759897,2.1483497790816335,2.1484,2.1483
C,time,1199,2.0,1.65885176416725,1.6588491536707415,1.6589,1.6588
C,time,1204,1.8,2.1440510384100135,2.1440491614247237,2.1441,2.1440
C,time,1208,2.0,1.6562516529986782,1.6562490487135242,1.6563,1.6562
C,time,1216,2.0,1.653951466146763,1.6539488665521598,1.6540,1.6539
C,time,1230,2.0,1.649951809517558,1.6499492178364206,1.6500,1.6499
C,time,1253,2.0,1.643451460648424,1.6434488817379171,1.6435,1.6434
C,time,1261,1.9,1.918750439349129,1.918747936633859,1.9188,1.9187
C,time,1263,2.0,1.6406522803643184,1.6406497066717294,1.6407,1.6406
C,time,1285,2.0,1.6345521893240789,1.634549627243739,1.6346,1.6345
C,time,1289,2.0,1.6334514500842028,1.6334488901542932,1.6335,1.6334
C,time,1291,1.9,1.910050046216932,1.9100475531543057,1.9101,1.9100
C,time,1323,1.8,2.1109503113094394,2.1109483895325614,2.1110,2.1109
C,time,1328,2.0,1.6228511531740695,1.6228486130052875,1.6229,1.6228
C,time,1343,0.9,2.5486497480990047,2.5486500249420723,2.5486,2.5487
C,time,1346,1.8,2.104751927103512,2.1047499991456218,2.1048,2.1047
C,time,1348,1.2,2.5341493789620144,2.5341502545782846,2.5341,2.5342
C,time,1350,1.3,2.518149275022542,2.5181502493199566,2.5181,2.5182
C,time,1355,1.9,1.891951852701068,1.8919493805837104,1.8920,1.8919
C,time,1379,2.0,1.609350958911926,1.6093484445488129,1.6094,1.6093
C,time,1383,1.7,2.251250082490819,2.251248957587793,2.2513,2.2512
C,time,1384,1.9,1.8839502025574861,1.8839477397667808,1.8840,1.8839
C,time,1394,2.0,1.6054502089046336,1.6054477054049172,1.6055,1.6054
C,time,1395,1.8,2.091750492328726,2.0917485531123763,2.0918,2.0917
C,time,1406,2.0,1.6023501794747574,1.6023476833026005,1.6024,1.6023
C,time,1413,2.0,1.6005505337492725,1.6005480417384659,1.6006,1.6005
C,time,1419,1.9,1.8744516885239866,1.8744492386065175,1.8745,1.8744
C,time,1425,1.1,2.540649735221368,2.5406504569809125,2.5406,2.5407
C,time,1431,2.0,1.5959523135565952,1.5959498320515848,1.5960,1.5959
C,time,1432,1.5,2.430749695764684,2.4307500604255536,2.4307,2.4308
C,time,1437,1.6,2.3521502618068153,2.3521499278711624,2.3522,2.3521
C,time,1451,1.4,2.4792499103598065,2.4792506925871916,2.4792,2.4793
C,time,1454,1.8,2.076451296637442,2.0764493470249765,2.0765,2.0764
C,time,1463,1.8,2.074150627526039,2.074148676696323,2.0742,2.0741
C,time,1474,1.8,2.0713503397612096,2.0713483875679,2.0714,2.0713
C,time,1478,2.0,1.5841516397731863,1.584149182467377,1.5842,1.5841
C,time,1479,1.9,1.85855116648984,1.8585487404943033,1.8586,1.8585
C,time,1501,1.3,2.5073495463995505,2.5073504802640825,2.5073,2.5074
C,time,1507,1.4,2.473149617426684,2.4731503525835175,2.4731,2.4732
